nivel,clave,total,wins,losses,winrate,ajuste_confianza,decision_aprendizaje,confiabilidad_muestra,probabilidad_ajustada,intervalo_inferior,intervalo_superior,estabilidad_disponible,muestra_estabilidad,wr_inicio,wr_medio,wr_reciente,dispersion_temporal,cambio_inicio_reciente,bloques_mismo_lado_prior,persistencia_direccion,activo,direccion,familia_setup,tipo_mercado,estado_tendencia,firma_pa,firma_mercado,firma_estrategia,firma_evidencias_exacta
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|REACCIÓN_ZONA|RANGO|BAJISTA_DEBIL,21,12,9,57.14,0.0,NEUTRO,MEDIA,53.29,38.2,68.38,True,21,85.71,42.86,42.86,42.85,-42.85,1,0.333,NZDJPY-OTC,put,REACCIÓN_ZONA,RANGO,BAJISTA_DEBIL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|BAJISTA_DEBIL+PUT+RANGO+REACCIÓN_ZONA,21,12,9,57.14,0.0,NEUTRO,MEDIA,53.29,38.2,68.38,True,21,85.71,42.86,42.86,42.85,-42.85,1,0.333,NZDJPY-OTC,put,REACCIÓN_ZONA,RANGO,BAJISTA_DEBIL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|REACCIÓN_ZONA|CONTINUACION|ZONA_SIN_RUPTURA|TENDENCIA,21,10,11,47.62,-1.38,DEBIL,MEDIA,48.41,33.3,63.53,True,21,42.86,57.14,42.86,14.28,0.0,2,0.667,US2000-OTC,put,REACCIÓN_ZONA,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|AIG-OTC|CONTINUACIÓN,21,10,11,47.62,-1.38,DEBIL,MEDIA,48.41,33.3,63.53,True,21,57.14,28.57,57.14,28.57,0.0,1,0.333,AIG-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|CONTINUACIÓN|TENDENCIA|BAJISTA_FUERTE,21,9,12,42.86,-1.91,DEBIL,MEDIA,45.98,30.9,61.05,True,21,42.86,42.86,42.86,0.0,0.0,3,1.0,EURCAD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_FUERTE,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|CONTINUACIÓN|BAJISTA_FUERTE,21,9,12,42.86,-1.91,DEBIL,MEDIA,45.98,30.9,61.05,True,21,42.86,42.86,42.86,0.0,0.0,3,1.0,EURCAD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_FUERTE,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|BAJISTA_FUERTE+CONTINUACIÓN+PUT+TENDENCIA,21,9,12,42.86,-1.91,DEBIL,MEDIA,45.98,30.9,61.05,True,21,42.86,42.86,42.86,0.0,0.0,3,1.0,EURCAD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_FUERTE,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|CALL|REACCIÓN_ZONA|CONTINUACION|ZONA_SIN_RUPTURA|TENDENCIA,21,9,12,42.86,-1.91,DEBIL,MEDIA,45.98,30.9,61.05,True,21,57.14,42.86,28.57,28.57,-28.57,2,0.667,EURUSD-OTC,call,REACCIÓN_ZONA,TENDENCIA,ALCISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|EURUSD-OTC|PUT|REVERSIÓN|RANGO|INDEFINIDA,21,7,14,33.33,-2.97,DEBIL,MEDIA,41.1,26.22,55.98,True,21,42.86,28.57,28.57,14.29,-14.29,3,1.0,EURUSD-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|LUNA-OTC|CONTINUACIÓN,20,10,10,50.0,0.0,NEUTRO,MEDIA,49.62,34.32,64.93,True,20,71.43,42.86,33.33,38.1,-38.1,1,0.333,LUNA-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,20,6,14,30.0,-3.25,DEBIL,MEDIA,39.62,24.65,54.6,True,20,28.57,42.86,16.67,26.19,-11.9,3,1.0,US2000-OTC,put,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|BAJISTA_NORMAL+PUT+REVERSIÓN+TENDENCIA,20,6,14,30.0,-3.25,DEBIL,MEDIA,39.62,24.65,54.6,True,20,28.57,42.86,16.67,26.19,-11.9,3,1.0,US2000-OTC,put,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|US2000-OTC|PUT|REVERSIÓN|RANGO|INDEFINIDA,19,11,8,57.89,0.0,NEUTRO,BAJA,53.46,38.0,68.92,True,19,71.43,66.67,33.33,38.1,-38.1,2,0.667,US2000-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|USDTHB-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,19,9,10,47.37,-1.33,DEBIL,BAJA,48.33,32.85,63.82,True,19,28.57,50.0,66.67,38.1,38.1,1,0.333,USDTHB-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|EURUSD-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,19,8,11,42.11,-1.88,DEBIL,BAJA,45.77,30.33,61.21,True,19,28.57,33.33,66.67,38.1,38.1,2,0.667,EURUSD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|LTCUSD-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_NORMAL,19,7,12,36.84,-2.44,DEBIL,BAJA,43.21,27.85,58.56,True,19,42.86,16.67,50.0,33.33,7.14,2,0.667,LTCUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|AIG-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_DEBIL,19,7,12,36.84,-2.44,DEBIL,BAJA,43.21,27.85,58.56,True,19,42.86,50.0,16.67,33.33,-26.19,2,0.667,AIG-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|USDTHB-OTC|CALL|REVERSIÓN|RANGO|INDEFINIDA,19,6,13,31.58,-2.99,DEBIL,BAJA,40.64,25.42,55.86,True,19,28.57,50.0,16.67,33.33,-11.9,2,0.667,USDTHB-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|REACCIÓN_ZONA|RECHAZO_BAJISTA|ZONA_GENERICA|TENDENCIA,19,4,15,21.05,-3.16,DEBIL,BAJA,35.51,20.68,50.34,True,19,42.86,16.67,0.0,42.86,-42.86,3,1.0,USDSGD-OTC,put,REACCIÓN_ZONA,TENDENCIA,ALCISTA_DEBIL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|PUT|REVERSIÓN|REVERSION_BAJISTA|SWEEP_CON_RECHAZO_AGOTAMIENTO|TENDENCIA,18,11,7,61.11,1.54,FAVORABLE,BAJA,54.87,39.25,70.49,True,18,50.0,66.67,66.67,16.67,16.67,3,1.0,US2000-OTC,put,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|NZDCHF-OTC|CONTINUACIÓN,18,10,8,55.56,0.0,NEUTRO,BAJA,52.24,36.56,67.91,True,18,33.33,50.0,83.33,50.0,50.0,2,0.667,NZDCHF-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|HK33-OTC|CONTINUACIÓN,18,9,9,50.0,0.0,NEUTRO,BAJA,49.61,33.91,65.3,True,18,50.0,50.0,50.0,0.0,0.0,3,1.0,HK33-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
SETUP_EVIDENCIAS,SETUP_EVIDENCIAS|REACCIÓN_ZONA+RECHAZO_BAJISTA+ZONA_RECHAZO_CONFIRMADO,18,9,9,50.0,0.0,NEUTRO,BAJA,49.61,33.91,65.3,True,18,66.67,50.0,33.33,33.34,-33.34,2,0.667,EURCAD-OTC,put,REACCIÓN_ZONA,RANGO,ALCISTA_DEBIL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|NZDJPY-OTC|CONTINUACIÓN,18,7,11,38.89,-2.15,DEBIL,BAJA,44.34,28.75,59.93,True,18,16.67,66.67,33.33,50.0,16.66,2,0.667,NZDJPY-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|CALL|REVERSIÓN|REVERSION_ALCISTA|SWEEP_SIMPLE|RANGO,18,7,11,38.89,-2.15,DEBIL,BAJA,44.34,28.75,59.93,True,18,33.33,66.67,16.67,50.0,-16.66,2,0.667,AIG-OTC,call,REVERSIÓN,RANGO,ALCISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|NZDJPY-OTC|PUT|REVERSIÓN|RANGO|INDEFINIDA,18,7,11,38.89,-2.15,DEBIL,BAJA,44.34,28.75,59.93,True,18,66.67,16.67,33.33,50.0,-33.34,2,0.667,NZDJPY-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|LTCUSD-OTC|CALL|REVERSIÓN|RANGO|INDEFINIDA,18,6,12,33.33,-2.72,DEBIL,BAJA,41.71,26.24,57.19,True,18,33.33,33.33,33.33,0.0,0.0,3,1.0,LTCUSD-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|US2000-OTC|CONTINUACIÓN,18,5,13,27.78,-3.06,DEBIL,BAJA,39.08,23.77,54.39,True,18,33.33,16.67,33.33,16.66,0.0,3,1.0,US2000-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|LUNA-OTC|REVERSIÓN_ESTRUCTURAL,18,5,13,27.78,-3.06,DEBIL,BAJA,39.08,23.77,54.39,True,18,50.0,16.67,16.67,33.33,-33.33,2,0.667,LUNA-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|AIG-OTC|REVERSIÓN_ESTRUCTURAL,17,12,5,70.59,2.42,FAVORABLE,BAJA,59.05,43.42,74.69,True,17,66.67,66.67,80.0,13.33,13.33,3,1.0,AIG-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|EURUSD-OTC|CALL|REVERSIÓN|RANGO|INDEFINIDA,17,11,6,64.71,1.84,FAVORABLE,BAJA,56.35,40.58,72.12,True,17,83.33,66.67,40.0,43.33,-43.33,2,0.667,EURUSD-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|UKOUSD-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,17,10,7,58.82,1.26,FAVORABLE,BAJA,53.65,37.79,69.5,True,17,83.33,50.0,40.0,43.33,-43.33,2,0.667,UKOUSD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|USDSGD-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_NORMAL,17,9,8,52.94,0.0,NEUTRO,BAJA,50.95,35.05,66.84,True,17,33.33,66.67,60.0,33.34,26.67,2,0.667,USDSGD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|LTCUSD-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_DEBIL,17,8,9,47.06,-1.28,DEBIL,BAJA,48.24,32.36,64.13,True,17,33.33,50.0,60.0,26.67,26.67,1,0.333,LTCUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|UKOUSD-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_NORMAL,17,7,10,41.18,-1.85,DEBIL,BAJA,45.54,29.71,61.37,True,17,33.33,50.0,40.0,16.67,6.67,2,0.667,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|LUNA-OTC|PUT|REVERSIÓN|RANGO|INDEFINIDA,17,7,10,41.18,-1.85,DEBIL,BAJA,45.54,29.71,61.37,True,17,33.33,33.33,60.0,26.67,26.67,2,0.667,LUNA-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|USDTHB-OTC|PUT|REVERSIÓN|RANGO|INDEFINIDA,17,3,14,17.65,-2.96,DEBIL,BAJA,34.73,19.59,49.87,True,17,33.33,0.0,20.0,33.33,-13.33,3,1.0,USDTHB-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|NZDCHF-OTC|CALL|REVERSIÓN|RANGO|INDEFINIDA,16,11,5,68.75,2.16,FAVORABLE,BAJA,57.92,42.01,73.82,True,16,66.67,80.0,60.0,20.0,-6.67,3,1.0,NZDCHF-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|NZDCHF-OTC|REVERSIÓN_ESTRUCTURAL,16,10,6,62.5,1.57,FAVORABLE,BAJA,55.14,39.11,71.16,True,16,33.33,80.0,80.0,46.67,46.67,2,0.667,NZDCHF-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|LTCUSD-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_DEBIL,16,10,6,62.5,1.57,FAVORABLE,BAJA,55.14,39.11,71.16,True,16,50.0,60.0,80.0,30.0,30.0,3,1.0,LTCUSD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|CALL|REVERSIÓN_ESTRUCTURAL|TENDENCIA|ALCISTA_NORMAL,16,10,6,62.5,1.57,FAVORABLE,BAJA,55.14,39.11,71.16,True,16,50.0,40.0,100.0,60.0,50.0,2,0.667,NZDCHF-OTC,call,REVERSIÓN_ESTRUCTURAL,TENDENCIA,ALCISTA_NORMAL,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|REVERSIÓN_ESTRUCTURAL|ALCISTA_NORMAL,16,10,6,62.5,1.57,FAVORABLE,BAJA,55.14,39.11,71.16,True,16,50.0,40.0,100.0,60.0,50.0,2,0.667,NZDCHF-OTC,call,REVERSIÓN_ESTRUCTURAL,TENDENCIA,ALCISTA_NORMAL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|ALCISTA_NORMAL+CALL+REVERSIÓN_ESTRUCTURAL+TENDENCIA,16,10,6,62.5,1.57,FAVORABLE,BAJA,55.14,39.11,71.16,True,16,50.0,40.0,100.0,60.0,50.0,2,0.667,NZDCHF-OTC,call,REVERSIÓN_ESTRUCTURAL,TENDENCIA,ALCISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|NZDJPY-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_DEBIL,16,10,6,62.5,1.57,FAVORABLE,BAJA,55.14,39.11,71.16,True,16,66.67,100.0,20.0,80.0,-46.67,2,0.667,NZDJPY-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|REVERSIÓN_ESTRUCTURAL|TENDENCIA|BAJISTA_FUERTE,16,9,7,56.25,0.0,NEUTRO,BAJA,52.36,36.27,68.45,True,16,50.0,80.0,40.0,40.0,-10.0,2,0.667,NZDCHF-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_FUERTE,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|REVERSIÓN_ESTRUCTURAL|BAJISTA_FUERTE,16,9,7,56.25,0.0,NEUTRO,BAJA,52.36,36.27,68.45,True,16,50.0,80.0,40.0,40.0,-10.0,2,0.667,NZDCHF-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_FUERTE,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|BAJISTA_FUERTE+PUT+REVERSIÓN_ESTRUCTURAL+TENDENCIA,16,9,7,56.25,0.0,NEUTRO,BAJA,52.36,36.27,68.45,True,16,50.0,80.0,40.0,40.0,-10.0,2,0.667,NZDCHF-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_FUERTE,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|US2000-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_DEBIL,16,8,8,50.0,0.0,NEUTRO,BAJA,49.58,33.47,65.69,True,16,66.67,20.0,60.0,46.67,-6.67,2,0.667,US2000-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|LUNA-OTC|CALL|REVERSIÓN|RANGO|INDEFINIDA,16,7,9,43.75,-1.54,DEBIL,BAJA,46.81,30.73,62.88,True,16,16.67,40.0,80.0,63.33,63.33,2,0.667,LUNA-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|NZDCHF-OTC|PUT|REVERSIÓN|RANGO|INDEFINIDA,16,7,9,43.75,-1.54,DEBIL,BAJA,46.81,30.73,62.88,True,16,66.67,20.0,40.0,46.67,-26.67,2,0.667,NZDCHF-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
CONTEXTO_SETUP,CONTEXTO_SETUP|CALL|REVERSIÓN|REVERSION_ALCISTA|SWEEP_CON_RECHAZO_AGOTAMIENTO|TENDENCIA,16,7,9,43.75,-1.54,DEBIL,BAJA,46.81,30.73,62.88,True,16,50.0,20.0,60.0,40.0,10.0,1,0.333,EURCAD-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|USDSGD-OTC|CONTINUACIÓN,16,6,10,37.5,-2.13,DEBIL,BAJA,44.03,28.03,60.02,True,16,50.0,40.0,20.0,30.0,-30.0,2,0.667,USDSGD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|US2000-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_DEBIL,16,6,10,37.5,-2.13,DEBIL,BAJA,44.03,28.03,60.02,True,16,33.33,40.0,40.0,6.67,6.67,3,1.0,US2000-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|US2000-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,16,5,11,31.25,-2.73,DEBIL,BAJA,41.25,25.39,57.11,True,16,33.33,20.0,40.0,20.0,6.67,3,1.0,US2000-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|UKOUSD-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_DEBIL,15,10,5,66.67,1.88,FAVORABLE,BAJA,56.71,40.53,72.9,True,15,60.0,60.0,80.0,20.0,20.0,3,1.0,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|AIG-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_NORMAL,15,10,5,66.67,1.88,FAVORABLE,BAJA,56.71,40.53,72.9,True,15,60.0,80.0,60.0,20.0,0.0,3,1.0,AIG-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|USDSGD-OTC|REVERSIÓN_ESTRUCTURAL,15,9,6,60.0,1.27,FAVORABLE,BAJA,53.86,37.57,70.14,True,15,60.0,60.0,60.0,0.0,0.0,3,1.0,USDSGD-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|USDTHB-OTC|CONTINUACIÓN,15,8,7,53.33,0.0,NEUTRO,BAJA,51.0,34.67,67.33,True,15,80.0,40.0,40.0,40.0,-40.0,1,0.333,USDTHB-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|US2000-OTC|CALL|REVERSIÓN|RANGO|INDEFINIDA,15,7,8,46.67,-1.21,DEBIL,BAJA,48.14,31.82,64.46,True,15,60.0,40.0,40.0,20.0,-20.0,2,0.667,US2000-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|EURCAD-OTC|CONTINUACIÓN,15,6,9,40.0,-1.82,DEBIL,BAJA,45.29,29.03,61.55,True,15,20.0,60.0,40.0,40.0,20.0,2,0.667,EURCAD-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_FUERTE,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|USDSGD-OTC|PUT|REVERSIÓN|RANGO|INDEFINIDA,15,6,9,40.0,-1.82,DEBIL,BAJA,45.29,29.03,61.55,True,15,40.0,40.0,40.0,0.0,0.0,3,1.0,USDSGD-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
FAMILIA_TENDENCIA,FAMILIA_TENDENCIA|REVERSIÓN|ALCISTA_AGOTADA,15,6,9,40.0,-1.82,DEBIL,BAJA,45.29,29.03,61.55,True,15,20.0,80.0,20.0,60.0,0.0,2,0.667,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_AGOTADA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|NZDCHF-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,15,5,10,33.33,-2.43,DEBIL,BAJA,42.43,26.28,58.57,True,15,0.0,60.0,40.0,60.0,40.0,2,0.667,NZDCHF-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|USDSGD-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_DEBIL,14,10,4,71.43,2.21,FAVORABLE,BAJA,58.38,42.05,74.71,False,14,,,,,,0,,USDSGD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|CALL|REACCIÓN_ZONA|RANGO|ALCISTA_DEBIL,14,9,5,64.29,1.59,FAVORABLE,BAJA,55.44,38.97,71.91,False,14,,,,,,0,,NZDJPY-OTC,call,REACCIÓN_ZONA,RANGO,ALCISTA_DEBIL,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|ALCISTA_DEBIL+CALL+RANGO+REACCIÓN_ZONA,14,9,5,64.29,1.59,FAVORABLE,BAJA,55.44,38.97,71.91,False,14,,,,,,0,,NZDJPY-OTC,call,REACCIÓN_ZONA,RANGO,ALCISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|AIG-OTC|PUT|REVERSIÓN|RANGO|INDEFINIDA,14,9,5,64.29,1.59,FAVORABLE,BAJA,55.44,38.97,71.91,False,14,,,,,,0,,AIG-OTC,put,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|LUNA-OTC|PUT|CONTINUACIÓN|TENDENCIA|BAJISTA_NORMAL,14,7,7,50.0,0.0,NEUTRO,BAJA,49.56,32.99,66.12,False,14,,,,,,0,,LUNA-OTC,put,CONTINUACIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|NZDJPY-OTC|CALL|REVERSIÓN|RANGO|INDEFINIDA,14,7,7,50.0,0.0,NEUTRO,BAJA,49.56,32.99,66.12,False,14,,,,,,0,,NZDJPY-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|NZDCHF-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_DEBIL,14,7,7,50.0,0.0,NEUTRO,BAJA,49.56,32.99,66.12,False,14,,,,,,0,,NZDCHF-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|USDTHB-OTC|PUT|REVERSIÓN|TENDENCIA|ALCISTA_DEBIL,14,6,8,42.86,-1.49,DEBIL,BAJA,46.62,30.09,63.14,False,14,,,,,,0,,USDTHB-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_DEBIL,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|HK33-OTC|CALL|REVERSIÓN|RANGO|INDEFINIDA,14,6,8,42.86,-1.49,DEBIL,BAJA,46.62,30.09,63.14,False,14,,,,,,0,,HK33-OTC,call,REVERSIÓN,RANGO,INDEFINIDA,,,,
CLAVE_ESPECIFICA,CLAVE_ESPECIFICA|HK33-OTC|CALL|REVERSIÓN|TENDENCIA|BAJISTA_NORMAL,14,5,9,35.71,-2.11,DEBIL,BAJA,43.68,27.24,60.11,False,14,,,,,,0,,HK33-OTC,call,REVERSIÓN,TENDENCIA,BAJISTA_NORMAL,,,,
CONTEXTO_TECNICO,CONTEXTO_TECNICO|PUT|REVERSIÓN|TENDENCIA|ALCISTA_AGOTADA,14,5,9,35.71,-2.11,DEBIL,BAJA,43.68,27.24,60.11,False,14,,,,,,0,,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_AGOTADA,,,,
FIRMA_EVIDENCIAS_EXACTA,FIRMA_EVIDENCIAS_EXACTA|ALCISTA_AGOTADA+PUT+REVERSIÓN+TENDENCIA,14,5,9,35.71,-2.11,DEBIL,BAJA,43.68,27.24,60.11,False,14,,,,,,0,,UKOUSD-OTC,put,REVERSIÓN,TENDENCIA,ALCISTA_AGOTADA,,,,
ACTIVO_FAMILIA,ACTIVO_FAMILIA|EURUSD-OTC|REVERSIÓN_ESTRUCTURAL,13,8,5,61.54,1.28,FAVORABLE,BAJA,54.09,37.34,70.84,False,13,,,,,,0,,EURUSD-OTC,put,REVERSIÓN_ESTRUCTURAL,TENDENCIA,BAJISTA_NORMAL,,,,
